"ID","DATE.OF.INTERVIEW","Upgraded.toilet.recently.","Emptied.the.toilet.before.","What.happens.when.the.toilet.gets.full.","Last.time.emptied","Was.the.fee.you.paid.affordable.","How.often.do.you.empty.your.toilet.","Years to full","Months to full","Perception.of.the.fill.level","Is.emptying.feasible."
"2824","2017-04-01","No","No","Empty and reuse",NA,NA,NA,30,NA,"Almost empty","Yes"
"2825","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Almost full","Yes"
"2826","2017-04-01","No","No","Other (please specify)",NA,NA,NA,5,0,"Half-full","No"
"2827","2017-03-31","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"2828","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,1,0,"Almost full","Yes"
"2829","2017-04-01","Yes","No","Multiple options",NA,NA,NA,8,NA,"Almost empty","Yes"
"2830","2017-04-01","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"2831","2017-04-01","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","Yes"
"2832","2017-04-01","No","No","Empty and reuse",NA,NA,NA,4,NA,"Almost empty","No"
"2833","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"2834","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,3,"Full","Yes"
"2835","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2836","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,NA
"2837","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2838","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2839","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","No"
"2840","2017-04-01","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost empty","Yes"
"2841","2017-04-01","No","No","Other (please specify)",NA,NA,NA,0,0,"Full","Yes"
"2842","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,5,0,"Almost empty","Yes"
"2843","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,15,NA,"Half-full","No"
"2844","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"2845","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,2,NA,NA,"Yes"
"2846","2017-04-01","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2847","2017-04-01","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"2848","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,8,NA,"Almost full","Yes"
"2849","2017-04-01","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2850","2017-04-01","No","No","Empty and reuse",NA,NA,NA,19,NA,"Almost empty","No"
"2851","2017-04-01","No","No","Other (please specify)",NA,NA,NA,0,2,"Almost full","Yes"
"2852","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"2853","2017-04-01","No","No","Empty and reuse",NA,NA,NA,NA,9,"Almost empty","Yes"
"2854","2017-03-31","Yes","No","Abandone",NA,NA,NA,2,NA,"Almost full","No"
"2855","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2856","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"2857","2017-04-01","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"2858","2017-04-01","Yes","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"2859","2017-04-01","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2860","2017-04-01","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2861","2017-04-01","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2862","2017-04-01","No","Yes","Empty and reuse","5",NA,NA,NA,NA,"Full","Yes"
"2863","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"2864","2017-04-01","No","No","Empty and reuse",NA,NA,NA,NA,6,"Almost full","Yes"
"2865","2017-04-01","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2866","2017-04-01","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"2867","2017-04-01","No","No","Abandone",NA,NA,NA,4,NA,"Almost empty","No"
"2868","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"2869","2017-04-01","No",NA,"Empty and reuse",NA,NA,NA,2,NA,"Half-full","Yes"
"2870","2017-04-01","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"2871","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full",NA
"2872","2017-04-01","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"2873","2017-04-01","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","Yes"
"2874","2017-04-01","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"2875","2017-04-01","No","No","Empty and reuse",NA,NA,NA,2,NA,"Half-full","No"
"2876","2017-04-01","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"2877","2017-04-01","No","No","Abandone",NA,NA,NA,NA,NA,"Almost empty","No"
"2878","2017-04-01","No","Yes","Empty and reuse","1","Not affordable","Other (please specify)",NA,NA,"Almost full","Yes"
"2879","2017-04-03","No","No","Multiple options",NA,NA,NA,NA,NA,"Half-full","Yes"
"2880","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"2881","2017-04-03","No","No","Empty and reuse",NA,NA,NA,2,0,"Almost full","Yes"
"2882","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost full","Yes"
"2883","2017-04-03","Yes","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full","Yes"
"2884","2017-04-03","No","Yes","Empty and reuse","5","Too expensive","Every 2 years",NA,NA,"Almost empty","Yes"
"2885","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full",NA
"2886","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2887","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost empty","Yes"
"2888","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2889","2017-04-03","Yes","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"2890","2017-04-03","No","Yes","Empty and reuse","5","Affordable",NA,NA,NA,"Almost full","Yes"
"2891","2017-04-03","Yes","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2892","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"2893","2017-04-03","No","No","Empty and reuse",NA,NA,NA,2,NA,"Full","Yes"
"2894","2017-04-03",NA,"Yes","Multiple options","5","Affordable",NA,NA,1,"Full","Yes"
"2895","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,4,NA,NA,"Yes"
"2896","2017-04-03","No","No","Empty and reuse",NA,NA,NA,2,0,"Full","Yes"
"2897","2017-04-03","Yes","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2898","2017-04-03","No","No","Multiple options",NA,NA,NA,10,NA,"Half-full","Yes"
"2899","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2900","2017-04-03","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"2901","2017-04-03","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"2902","2017-04-10","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Almost full","Yes"
"2903","2017-04-03","No","No","Empty and reuse",NA,NA,NA,3,0,"Almost empty","Yes"
"2904","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"2905","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"2906","2017-04-03","No","Yes","Empty and reuse","3","Affordable","Other (please specify)",NA,2,"Almost empty","Yes"
"2907","2017-04-03","No","No","Empty and reuse",NA,NA,NA,7,NA,"Almost full","Yes"
"2908","2017-04-03","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"2909","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,11,"Almost empty","Yes"
"2910","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,4,"Almost full","Yes"
"2911","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Almost full","Yes"
"2912","2017-04-03","No","No","Empty and reuse",NA,NA,NA,1,0,"Half-full","Yes"
"2913","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"2914","2017-04-03","No","Yes","Empty and reuse","Other (please specify)","Very affordable","Other (please specify)",3,NA,"Almost empty","Yes"
"2915","2017-04-03","No","Yes","Empty and reuse","5","Affordable","Other (please specify)",NA,1,"Full","Yes"
"2916","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","Yes"
"2917","2017-04-03","No","No","Multiple options",NA,NA,NA,1,NA,"Full","Yes"
"2918","2017-04-03","No","No","Empty and reuse",NA,NA,NA,2,NA,"Half-full","Yes"
"2919","2017-04-03","No","No","Other (please specify)",NA,NA,NA,0,0,"Almost full","No"
"2920","2017-04-03","No","No","Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"2921","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Half-full","Yes"
"2922","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost full","No"
"2923","2017-04-03","No","Yes","Bury and dig another one","5","Not affordable",NA,NA,2,"Full","Yes"
"2924","2017-04-03","No","No","Empty and reuse",NA,NA,NA,2,0,"Almost full","Yes"
"2925","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,6,NA,"Almost full","Yes"
"2926","2017-04-10","No","No","Other (please specify)",NA,NA,NA,2,0,"Half-full","Yes"
"2927","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Almost empty","Yes"
"2928","2017-04-03","No","No","Empty and reuse",NA,NA,NA,18,NA,"Almost empty","No"
"2929","2017-04-03","No","No","Empty and reuse",NA,NA,NA,1,NA,"Almost full","Yes"
"2930","2017-04-03","Yes","No","Bury and dig another one",NA,NA,NA,NA,NA,NA,"Yes"
"2931","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"2932","2017-04-03","No","No","Other (please specify)",NA,NA,NA,0,0,"Half-full","No"
"2933","2017-04-03","No","No","Empty and reuse",NA,NA,NA,10,NA,"Almost full","Yes"
"2934","2017-04-03","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost full",NA
"2935","2017-04-03","No","No","Empty and reuse",NA,NA,NA,0,1,"Full","Yes"
"2936","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Half-full","No"
"2937","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,3,NA,"Half-full","Yes"
"2938","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Almost empty","Yes"
"2939","2017-04-03","No","No","Other (please specify)",NA,NA,NA,5,0,"Half-full","Yes"
"2940","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,0,NA,"Half-full","Yes"
"2941","2017-04-03","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"2942","2017-04-03","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"2943","2017-04-03","Yes","No","Bury and dig another one",NA,NA,NA,4,NA,"Half-full","Yes"
